"","hhid","hh_income_detailed","h_tract","lifecycle","personid","education","resptype","work_loc_tract","transitpay_upass","transitpay_access","transitpay_school","transit_subsidy","h_tract1"
"2277",14103190,7,53061040400,4,1410319001,6,1,53061040700,0,0,0,3,404
"2278",14103191,98,53035091302,1,1410319101,2,1,53035091302,NA,NA,NA,NA,913.02
"2279",14103192,4,53033020800,7,1410319201,6,1,53033002700,NA,NA,NA,NA,208
"2280",14103194,9,53033009900,2,1410319401,7,1,53033029003,NA,NA,NA,NA,99
"2283",14103197,6,53061052204,4,1410319701,2,1,53033032319,NA,NA,NA,NA,522.04
"2284",14103198,7,53061052118,6,1410319801,7,1,53033022400,NA,NA,NA,NA,521.18
"2285",14103200,5,53061052709,7,1410320002,5,2,53061940001,0,0,0,NA,527.09
"2286",14103201,9,53061052007,2,1410320101,7,1,53053061100,NA,NA,NA,NA,520.07
"2287",14103202,6,53061052112,8,1410320202,6,2,53033021903,NA,NA,NA,NA,521.12
"2288",14103203,5,53061051200,1,1410320301,4,1,53061051400,NA,NA,NA,NA,512
"2289",14103204,98,53061051913,1,1410320401,7,1,53061041304,NA,NA,NA,NA,519.13
"2290",14103205,4,53053073406,7,1410320501,3,1,53053072903,NA,NA,NA,NA,734.06
"2291",14103207,5,53053940004,2,1410320701,3,1,53053061400,NA,NA,NA,NA,9400.04
"2292",14103208,8,53053073111,8,1410320801,7,1,53033025301,0,0,0,3,731.11
"2293",14103210,6,53061041201,8,1410321001,7,1,53061041605,NA,NA,NA,NA,412.01
"2294",14103211,7,53061042001,7,1410321101,6,1,53061041304,NA,NA,NA,NA,420.01
"2295",14103213,98,53053071209,8,1410321303,3,2,53053072305,NA,NA,NA,NA,712.09
"2296",14103214,98,53053072312,7,1410321401,3,1,53033030308,NA,NA,NA,NA,723.12
"2297",14103216,5,53035090400,1,1410321602,6,2,53035081400,NA,NA,NA,NA,904
"2298",14103217,98,53035090400,8,1410321703,3,2,53053073301,NA,NA,NA,NA,904
"2299",14103219,98,53035092701,4,1410321901,3,1,53035092300,NA,NA,NA,NA,927.01
"2300",14103220,6,53053060400,3,1410322001,7,1,53053073405,NA,NA,NA,NA,604
"2301",14103221,6,53053060904,1,1410322101,7,1,53053061602,0,0,0,NA,609.04
"2302",14103222,98,53053070313,7,1410322202,2,2,53033026200,NA,NA,NA,NA,703.13
"2303",14103224,10,53033032316,1,1410322402,7,2,53033021903,NA,NA,NA,NA,323.16
"2305",14103229,8,53033032500,2,1410322901,6,1,53033032208,NA,NA,NA,NA,325
"2306",14103230,7,53033031100,5,1410323001,6,1,53033030314,NA,NA,NA,NA,311
"2307",14103232,6,53033030404,2,1410323201,6,1,53033026300,NA,NA,NA,NA,304.04
"2308",14103233,4,53033032002,8,1410323302,6,2,53033032011,NA,NA,NA,NA,320.02
"2309",14103234,10,53033032211,7,1410323401,6,1,53033023700,0,0,0,NA,322.11
"2310",14103235,4,53033030305,2,1410323503,6,2,53033025806,NA,NA,NA,NA,303.05
"2311",14103236,6,53033027300,7,1410323601,6,1,53033023403,NA,NA,NA,NA,273
"2312",14103237,5,53033027702,8,1410323701,7,1,53033027701,0,0,0,NA,277.02
"2313",14103238,98,53033028300,6,1410323801,7,1,53033007300,NA,NA,NA,NA,283
"2314",14103239,4,53033029303,4,1410323901,3,1,53033008500,0,0,0,3,293.03
"2315",14103240,7,53033026001,4,1410324001,6,1,53033008100,0,0,0,3,260.01
"2316",14103241,7,53033025006,6,1410324101,6,1,53033032319,0,0,0,NA,250.06
"2317",14103242,6,53033011402,4,1410324201,6,1,53033009300,NA,NA,NA,NA,114.02
"2318",14103245,8,53033006900,2,1410324501,6,1,53033004700,0,0,0,NA,69
"2319",14103246,7,53033006200,5,1410324601,7,1,53033005302,0,0,0,5,62
"2320",14103247,3,53033029700,6,1410324702,6,2,53033023700,0,0,0,6,297
"2321",14103248,7,53033010600,7,1410324801,3,1,53033008500,NA,NA,NA,NA,106
"2322",14103249,8,53033008001,8,1410324902,3,2,53033007300,0,0,0,4,80.01
"2323",14103250,5,53033007500,4,1410325001,7,1,53033005302,1,0,0,2,75
"2324",14103251,3,53033007500,6,1410325101,6,1,53033009500,0,0,0,4,75
"2325",14103252,7,53033008001,6,1410325201,7,1,53033008100,NA,NA,NA,NA,80.01
"2326",14103254,7,53033007200,6,1410325401,6,1,53033008200,0,0,0,5,72
"2327",14103255,8,53033007500,3,1410325501,7,1,53033023601,0,0,0,5,75
"2328",14103256,8,53033007402,7,1410325601,7,1,53061042006,0,0,0,5,74.02
"2329",14103258,9,53033008300,6,1410325801,6,1,53033022803,0,0,0,3,83
"2330",14103259,4,53033008400,4,1410325901,3,1,53033006100,0,0,0,4,84
"2331",14103260,7,53033008700,4,1410326001,6,1,53033007300,0,0,0,5,87
"2332",14103261,98,53033003400,2,1410326101,7,1,53033026300,0,0,0,NA,34
"2333",14103262,5,53033002900,4,1410326201,7,1,53033004900,NA,NA,NA,NA,29
"2334",14103264,7,53033003000,1,1410326402,6,2,53033022803,0,0,0,3,30
"2335",14103265,7,53033002700,7,1410326501,7,1,53061052204,NA,NA,NA,NA,27
"2337",14103268,7,53035090900,4,1410326801,3,1,53035090900,0,0,0,3,909
"2338",14103269,7,53053061602,6,1410326901,7,1,53053072903,NA,NA,NA,NA,616.02
"2339",14103270,3,53053071207,2,1410327001,3,1,53053071206,NA,NA,NA,NA,712.07
"2340",14103271,5,53053071207,8,1410327101,4,1,53053071504,NA,NA,NA,NA,712.07
"2341",14103272,2,53033005801,6,1410327201,3,1,53033003200,0,0,0,5,58.01
"2342",14103275,7,53033005900,7,1410327501,7,1,53033007300,0,0,0,3,59
"2343",14103276,6,53033004700,4,1410327601,7,1,53033008100,0,0,0,4,47
"2344",14103278,3,53033004700,3,1410327801,6,1,53033010900,0,0,0,4,47
"2345",14103279,8,53033003600,7,1410327901,7,1,53033023804,0,0,0,3,36
"2346",14103282,5,53033007600,6,1410328201,6,1,53033004100,0,0,0,5,76
"2347",14103283,6,53033008700,7,1410328301,4,1,53033008200,0,0,0,NA,87
"2348",14103284,7,53033008700,6,1410328401,6,1,53033009000,0,0,0,NA,87
"2349",14103285,6,53033009900,4,1410328501,6,1,53053073405,NA,NA,NA,NA,99
"2350",14103286,7,53033010600,7,1410328601,6,1,53033011600,0,0,0,NA,106
"2351",14103287,98,53033021300,7,1410328701,3,1,53033003500,0,0,0,NA,213
"2352",14103288,7,53033007200,6,1410328801,3,1,53033004400,0,0,0,5,72
"2353",14103289,10,53033007100,4,1410328901,7,1,53033000600,NA,NA,NA,NA,71
"2354",14103290,9,53033006700,6,1410329001,7,1,53033008100,0,0,0,5,67
"2355",14103291,2,53033007401,3,1410329101,7,1,53033005302,1,0,0,5,74.01
"2356",14103292,8,53033007500,4,1410329201,7,1,53033023804,0,0,0,3,75
"2357",14103294,8,53033007402,6,1410329401,7,1,53033008100,0,0,0,3,74.02
"2358",14103295,4,53033007500,4,1410329501,2,1,53061050800,0,0,0,4,75
"2359",14103297,6,53033003600,7,1410329701,7,1,53033021804,0,0,0,4,36
"2360",14103298,2,53033003600,4,1410329801,3,1,53033008200,0,0,0,NA,36
"2361",14103300,4,53033004700,1,1410330002,6,2,53033002400,0,0,0,3,47
"2362",14103302,6,53033006600,6,1410330201,6,1,53033005302,0,0,0,4,66
"2363",14103303,5,53033005400,6,1410330301,6,1,53033008700,0,0,0,NA,54
"2364",14103304,9,53033005400,7,1410330401,7,1,53061041000,NA,NA,NA,NA,54
"2365",14103305,7,53033005000,6,1410330501,7,1,53033005302,1,0,0,5,50
"2366",14103306,5,53033008001,3,1410330601,6,1,53033009300,0,0,0,4,80.01
"2367",14103309,7,53033009800,1,1410330901,6,1,53033009300,0,0,0,NA,98
"2368",14103311,6,53033023401,4,1410331101,6,1,53033008500,0,0,0,4,234.01
"2369",14103312,2,53033001300,6,1410331201,4,1,53033001400,NA,NA,NA,NA,13
"2370",14103313,4,53033005100,6,1410331301,6,1,53033007100,0,0,0,4,51
"2371",14103314,5,53033005400,5,1410331401,2,1,53033001900,0,0,0,3,54
"2372",14103315,5,53033006100,4,1410331501,7,1,53033000200,0,0,0,4,61
"2373",14103316,7,53033002600,7,1410331601,7,1,53033004000,0,0,0,5,26
"2375",14103318,7,53033003300,4,1410331801,7,1,53033005802,NA,NA,NA,NA,33
"2376",14103319,4,53033003200,4,1410331901,6,1,53033005302,NA,NA,NA,NA,32
"2377",14103320,6,53033003300,3,1410332001,6,1,53033007100,0,0,0,4,33
"2378",14103322,9,53061051925,2,1410332201,6,1,53033023601,NA,NA,NA,NA,519.25
"2379",14103323,4,53061041810,4,1410332301,6,1,53061052803,NA,NA,NA,NA,418.1
"2380",14103324,4,53061040700,7,1410332401,3,1,53033009300,0,0,0,4,407
"2381",14103325,9,53053061001,8,1410332502,6,2,53053072408,0,0,0,NA,610.01
"2382",14103329,8,53033027702,7,1410332901,5,1,53033008100,0,0,0,4,277.02
"2383",14103330,4,53033007000,4,1410333001,5,1,53033032208,0,0,0,3,70
"2384",14103331,7,53033007800,1,1410333101,7,1,53033008600,0,0,0,4,78
"2385",14103332,6,53033006700,8,1410333201,7,1,53033000800,0,0,0,5,67
"2386",14103333,10,53033006800,2,1410333301,6,1,53033022803,NA,NA,NA,NA,68
"2387",14103336,4,53033005000,6,1410333601,3,1,53033024300,0,0,0,5,50
"2388",14103337,6,53033005000,6,1410333702,7,2,53033004100,0,0,0,3,50
"2389",14103338,7,53033005802,6,1410333801,6,1,53033008300,0,0,0,4,58.02
"2390",14103339,6,53033005802,2,1410333901,3,1,53033007300,0,0,0,NA,58.02
"2391",14103340,3,53033005400,1,1410334002,4,2,53033004700,NA,NA,NA,NA,54
"2392",14103341,98,53033004100,2,1410334101,7,1,53033004301,NA,NA,NA,NA,41
"2393",14103343,8,53033004900,6,1410334301,7,1,53061041901,NA,NA,NA,NA,49
"2394",14103344,4,53033004900,6,1410334402,7,2,53033006600,0,0,0,4,49
"2395",14103345,4,53033003000,7,1410334501,7,1,53033008100,0,0,0,4,30
"2396",14103346,2,53033023804,3,1410334601,7,1,53033008100,0,0,0,5,238.04
"2398",14103352,98,53033023900,2,1410335201,6,1,53033004700,0,0,0,NA,239
"2399",14103353,8,53033024903,6,1410335301,7,1,53033023401,NA,NA,NA,NA,249.03
"2400",14103355,5,53053061200,7,1410335501,2,1,53053060905,NA,NA,NA,NA,612
"2401",14103356,4,53053061300,1,1410335602,6,2,53053060500,NA,NA,NA,NA,613
"2402",14103358,4,53053060905,4,1410335801,6,1,53053062900,NA,NA,NA,NA,609.05
"2403",14103361,3,53033026801,4,1410336101,2,1,53033010900,NA,NA,NA,NA,268.01
"2404",14103362,5,53033025701,1,1410336202,4,2,53033025806,NA,NA,NA,NA,257.01
"2405",14103363,7,53033029003,7,1410336301,7,1,53033011200,0,0,0,5,290.03
"2406",14103364,6,53033029203,6,1410336401,6,1,53033023801,0,0,0,3,292.03
"2407",14103366,4,53033030600,7,1410336601,3,1,53033030501,NA,NA,NA,NA,306
"2408",14103368,6,53033025200,7,1410336801,5,1,53033025602,0,0,0,6,252
"2409",14103369,5,53033009400,2,1410336901,7,1,53033007700,NA,NA,NA,NA,94
"2410",14103372,5,53033008200,3,1410337201,6,1,53033009200,0,0,0,3,82
"2411",14103373,7,53033007402,3,1410337301,3,1,53033026200,0,0,0,5,74.02
"2412",14103374,98,53033007402,3,1410337401,3,1,53033008100,0,0,0,4,74.02
"2413",14103375,8,53033007300,3,1410337501,6,1,53033004700,NA,NA,NA,NA,73
"2414",14103376,6,53033007402,3,1410337601,6,1,53033008100,0,0,0,4,74.02
"2415",14103379,3,53033007200,4,1410337901,7,1,53033007200,0,0,0,4,72
"2416",14103381,7,53033007900,3,1410338101,7,1,53033010900,1,0,0,1,79
"2417",14103382,3,53033001300,2,1410338201,5,1,53033000600,0,0,0,NA,13
"2418",14103385,5,53033000401,4,1410338501,6,1,53061041901,NA,NA,NA,NA,4.01
"2419",14103386,7,53053073301,4,1410338601,4,1,53053940003,NA,NA,NA,NA,733.01
"2420",14103392,7,53061041000,7,1410339202,7,2,53061040700,NA,NA,NA,NA,410
"2421",14103394,5,53053061500,7,1410339401,7,1,53053072905,NA,NA,NA,NA,615
"2422",14103395,7,53053061800,4,1410339501,6,1,53033030801,NA,NA,NA,NA,618
"2423",14103397,98,53053940010,2,1410339701,6,1,53053073406,NA,NA,NA,NA,9400.1
"2424",14103400,4,53033001300,1,1410340002,6,2,53033002100,NA,NA,NA,NA,13
"2425",14103401,3,53033004302,2,1410340101,7,1,53033005302,1,0,0,5,43.02
"2426",14103402,8,53033004400,7,1410340201,7,1,53033022803,0,0,0,3,44
"2427",14103403,98,53033008002,7,1410340302,6,2,53033023601,0,0,0,NA,80.02
"2428",14103404,7,53033008100,6,1410340402,6,2,53033007300,0,0,0,3,81
"2429",14103406,7,53033008400,4,1410340601,4,1,53033007300,NA,NA,NA,NA,84
"2430",14103408,7,53033008200,4,1410340801,6,1,53033023403,0,0,0,3,82
"2431",14103410,6,53033007900,4,1410341001,7,1,53033009300,0,0,0,4,79
"2432",14103411,3,53033008400,6,1410341101,2,1,53033008300,NA,NA,NA,NA,84
"2433",14103413,6,53033009500,4,1410341301,6,1,53033008500,0,0,0,3,95
"2434",14103414,2,53033008300,5,1410341401,6,1,53033009300,0,0,0,4,83
"2435",14103417,3,53033009200,4,1410341701,6,1,53033000300,0,0,0,4,92
"2436",14103418,5,53033009100,4,1410341801,2,1,53033008100,0,0,0,3,91
"2437",14103419,2,53033008600,7,1410341902,6,2,53033023803,NA,NA,NA,NA,86
"2438",14103421,4,53033008600,6,1410342101,6,1,53033007900,0,0,0,5,86
"2439",14103422,6,53033009500,1,1410342201,6,1,53033008500,NA,NA,NA,NA,95
"2440",14103423,7,53033025200,7,1410342301,5,1,53033009300,0,0,0,5,252
"2441",14103424,4,53033020700,4,1410342401,3,1,53033024500,NA,NA,NA,NA,207
"2442",14103425,6,53033021100,7,1410342501,6,1,53033001900,NA,NA,NA,NA,211
"2443",14103427,4,53033011900,1,1410342701,6,1,53033008100,0,0,0,4,119
"2444",14103428,5,53033010701,6,1410342801,3,1,53033008001,0,0,0,5,107.01
"2445",14103431,5,53033030503,6,1410343101,6,1,53033024000,0,0,0,NA,305.03
"2446",14103432,98,53033032208,5,1410343201,6,1,53033032309,NA,NA,NA,NA,322.08
"2447",14103433,98,53033027900,8,1410343301,3,1,53033029206,NA,NA,NA,NA,279
"2448",14103434,98,53033027300,7,1410343401,3,1,53033007200,NA,NA,NA,NA,273
"2449",14103435,5,53033025400,1,1410343501,6,1,53033006600,NA,NA,NA,NA,254
"2450",14103436,98,53053061200,4,1410343601,7,1,53053072800,NA,NA,NA,NA,612
"2451",14103439,7,53033023100,7,1410343901,7,1,53033023000,NA,NA,NA,NA,231
"2452",14103440,3,53033023300,4,1410344001,6,1,53033025301,NA,NA,NA,NA,233
"2453",14103442,8,53033002900,7,1410344201,7,1,53033005302,1,0,0,5,29
"2455",14103444,5,53033004800,6,1410344401,7,1,53033005302,1,0,0,2,48
"2456",14103445,98,53033004100,4,1410344501,7,1,53033005301,1,0,0,4,41
"2457",14103446,6,53033003400,4,1410344601,7,1,53033001701,NA,NA,NA,NA,34
"2458",14103447,5,53033003300,6,1410344701,7,1,53033007300,0,0,0,5,33
"2459",14103448,6,53033003300,4,1410344801,6,1,53033008500,NA,NA,NA,NA,33
"2460",14103449,5,53033005400,7,1410344901,3,1,53033009300,NA,NA,NA,NA,54
"2461",14103451,6,53033004900,5,1410345101,7,1,53033004900,NA,NA,NA,NA,49
"2462",14103453,6,53033005400,4,1410345301,7,1,53033021802,NA,NA,NA,NA,54
"2463",14103454,5,53033006600,6,1410345401,6,1,53033022604,NA,NA,NA,NA,66
"2464",14103455,7,53033006500,4,1410345501,6,1,53033029206,NA,NA,NA,NA,65
"2465",14103458,4,53033007000,4,1410345801,5,1,53033022802,0,0,0,3,70
"2466",14103459,8,53033007700,4,1410345901,7,1,53033007200,NA,NA,NA,NA,77
"2467",14103460,7,53033007401,7,1410346001,7,1,53033008600,0,0,0,NA,74.01
"2468",14103463,6,53033022400,4,1410346301,4,1,53033010900,NA,NA,NA,NA,224
"2469",14103464,7,53033022500,2,1410346401,6,1,53033008100,0,0,0,5,225
"2471",14103466,98,53061051925,2,1410346602,3,2,53033023804,NA,NA,NA,NA,519.25
"2472",14103467,10,53035090900,8,1410346701,7,1,53033008200,0,0,0,NA,909
"2473",14103468,5,53033003300,1,1410346801,7,1,53033005301,0,0,0,5,33
"2474",14103469,98,53033002600,4,1410346901,7,1,53033006600,NA,NA,NA,NA,26
"2477",14103472,6,53033005000,6,1410347201,6,1,53033008200,NA,NA,NA,NA,50
"2478",14103473,5,53033001200,4,1410347301,7,1,53033008100,0,0,0,5,12
"2479",14103474,5,53033001701,4,1410347401,6,1,53033023804,0,0,0,4,17.01
"2480",14103475,3,53033001701,6,1410347501,6,1,53033001701,0,0,0,5,17.01
"2481",14103476,7,53033002800,6,1410347601,7,1,53061051905,NA,NA,NA,NA,28
"2482",14103478,5,53033008800,7,1410347801,6,1,53033009500,0,0,0,5,88
"2483",14103479,10,53033022801,5,1410347901,7,1,53033022803,NA,NA,NA,NA,228.01
"2484",14103480,3,53033023201,7,1410348001,6,1,53033009100,NA,NA,NA,NA,232.01
"2485",14103481,7,53033008001,6,1410348101,7,1,53033007300,0,0,0,3,80.01
"2486",14103482,3,53033007000,3,1410348201,6,1,53033007300,NA,NA,NA,NA,70
"2487",14103483,5,53033006700,3,1410348301,6,1,53033022802,NA,NA,NA,NA,67
"2488",14103485,5,53033004700,5,1410348501,6,1,53033006600,NA,NA,NA,NA,47
"2489",14103486,7,53033004400,7,1410348601,6,1,53033009300,0,0,0,3,44
"2490",14103488,7,53033004301,6,1410348801,6,1,53033007200,0,0,0,5,43.01
"2491",14103491,5,53033002600,3,1410349101,7,1,53033007200,0,0,0,5,26
"2492",14103492,2,53033007500,7,1410349202,2,2,53033008100,0,0,0,5,75
"2493",14103493,9,53033007600,8,1410349301,7,1,53033005301,0,0,0,5,76
"2494",14103495,4,53033007402,7,1410349501,6,1,53033022500,0,0,0,5,74.02
"2495",14103496,5,53033007500,4,1410349601,7,1,53033007300,0,0,0,5,75
"2496",14103498,98,53033007100,3,1410349801,6,1,53033008500,0,0,0,NA,71
"2497",14103499,6,53033007100,4,1410349901,6,1,53033026200,0,0,0,4,71
"2498",14103500,3,53033007300,3,1410350001,6,1,53033008100,0,0,0,NA,73
"2499",14103502,7,53033009900,2,1410350202,6,2,53033023801,NA,NA,NA,NA,99
"2500",14103503,6,53033009600,6,1410350301,7,1,53033009200,0,0,0,3,96
"2501",14103504,7,53033009400,7,1410350401,6,1,53033008500,0,0,0,3,94
"2502",14103505,98,53033008100,4,1410350501,6,1,53033008100,0,0,0,NA,81
"2503",14103506,10,53033007900,1,1410350601,7,1,53033007300,0,0,0,3,79
"2504",14103507,4,53061041704,3,1410350701,6,1,53033023804,NA,NA,NA,NA,417.04
"2505",14103509,8,53033004700,6,1410350901,6,1,53033023801,0,0,0,5,47
"2506",14103510,7,53033004700,6,1410351002,6,2,53033006700,NA,NA,NA,NA,47
"2507",14103511,7,53033006600,3,1410351101,6,1,53061041304,0,0,0,5,66
"2508",14103512,5,53033007000,4,1410351201,7,1,53033032327,NA,NA,NA,NA,70
"2509",14103514,6,53053061602,7,1410351401,2,1,53053061500,NA,NA,NA,NA,616.02
"2510",14103515,3,53035090900,5,1410351501,7,1,53035090900,0,0,0,5,909
"2511",14103518,4,53033027701,2,1410351801,6,1,53033027701,0,0,0,NA,277.01
"2512",14103519,2,53033025805,4,1410351901,6,1,53033026200,NA,NA,NA,NA,258.05
"2513",14103520,7,53033021903,6,1410352001,7,1,53033022803,0,0,0,3,219.03
"2514",14103521,5,53033010600,8,1410352102,7,2,53033008600,0,0,0,5,106
"2515",14103522,5,53033031909,7,1410352201,6,1,53033030310,NA,NA,NA,NA,319.09
"2516",14103523,98,53033032309,3,1410352301,6,1,53033023804,0,0,0,5,323.09
"2517",14103524,98,53033002600,8,1410352402,3,2,53033005200,0,0,0,5,26
"2518",14103525,98,53033002500,1,1410352501,7,1,53061051922,NA,NA,NA,NA,25
"2519",14103527,7,53033004200,1,1410352701,6,1,53033007300,0,0,0,5,42
"2520",14103528,7,53033008300,6,1410352801,6,1,53033023804,0,0,0,3,83
"2521",14103529,7,53033008400,6,1410352902,3,2,53033007300,0,0,0,3,84
"2522",14103530,6,53033008002,6,1410353001,6,1,53033023401,0,0,0,5,80.02
"2523",14103531,4,53033010500,3,1410353101,6,1,53033009300,0,0,0,5,105
"2524",14103532,5,53033009500,7,1410353201,3,1,53033032318,NA,NA,NA,NA,95
"2525",14103533,7,53033009600,6,1410353301,6,1,53033028402,0,0,0,3,96
"2526",14103534,8,53033007402,7,1410353401,6,1,53033009300,0,0,0,3,74.02
"2527",14103535,3,53033007300,4,1410353501,3,1,53033023700,0,0,0,5,73
"2528",14103536,6,53033007500,7,1410353602,6,2,53033007200,0,0,0,5,75
"2529",14103537,8,53033008001,7,1410353701,7,1,53033008100,0,0,0,3,80.01
"2530",14103538,9,53033007600,6,1410353801,7,1,53033007200,0,0,0,3,76
"2531",14103540,4,53033010600,6,1410354002,6,2,53033029206,NA,NA,NA,NA,106
"2532",14103541,5,53033011500,7,1410354101,5,1,53033010900,NA,NA,NA,NA,115
"2533",14103542,7,53033009702,7,1410354201,6,1,53033008200,0,0,0,3,97.02
"2534",14103544,5,53033009701,4,1410354401,6,1,53033009701,NA,NA,NA,NA,97.01
"2535",14103546,98,53033021903,7,1410354601,7,1,53033005302,1,0,0,4,219.03
"2536",14103547,7,53033021903,8,1410354701,6,1,53033025302,0,0,0,4,219.03
"2537",14103548,6,53033021700,1,1410354802,6,2,53033006700,0,0,0,NA,217
"2538",14103549,98,53033020402,7,1410354901,7,1,53033005301,1,0,0,5,204.02
"2539",14103550,3,53033020600,7,1410355002,2,2,53033020700,NA,NA,NA,NA,206
"2540",14103551,9,53033025006,1,1410355101,7,1,53033022803,NA,NA,NA,NA,250.06
"2541",14103552,98,53033025003,1,1410355201,6,1,53033008002,NA,NA,NA,NA,250.03
"2542",14103553,10,53033024200,8,1410355303,3,2,53033022006,NA,NA,NA,NA,242
"2543",14103554,98,53033024602,2,1410355401,7,1,53061051922,NA,NA,NA,NA,246.02
"2544",14103555,5,53033025001,4,1410355501,6,1,53033024800,NA,NA,NA,NA,250.01
"2545",14103557,7,53033022102,7,1410355703,6,2,53033007300,NA,NA,NA,NA,221.02
"2546",14103558,8,53033022201,1,1410355801,6,1,53033022803,NA,NA,NA,NA,222.01
"2547",14103559,8,53033022400,2,1410355901,7,1,53033032313,NA,NA,NA,NA,224
"2548",14103561,6,53033030311,7,1410356101,6,1,53033028801,0,0,0,NA,303.11
"2549",14103563,10,53033029307,7,1410356301,6,1,53033009300,NA,NA,NA,NA,293.07
"2550",14103564,7,53033032212,1,1410356401,7,1,53033022803,NA,NA,NA,NA,322.12
"2551",14103565,5,53033032006,7,1410356501,6,1,53033009300,NA,NA,NA,NA,320.06
"2552",14103566,7,53033032203,3,1410356601,6,1,53033022803,0,0,0,3,322.03
"2553",14103567,9,53033031909,7,1410356701,7,1,53033009300,0,0,0,3,319.09
"2554",14103568,7,53033031907,7,1410356801,6,1,53033026200,0,0,0,3,319.07
"2555",14103570,7,53033031604,1,1410357001,5,1,53033011200,NA,NA,NA,NA,316.04
"2556",14103571,7,53033031601,7,1410357101,2,1,53033030902,NA,NA,NA,NA,316.01
"2557",14103572,9,53033032329,2,1410357202,7,2,53033022803,NA,NA,NA,NA,323.29
"2558",14103573,8,53033032329,6,1410357301,7,1,53033007200,1,0,0,4,323.29
"2559",14103577,7,53033032321,2,1410357702,6,2,53033022803,NA,NA,NA,NA,323.21
"2560",14103578,6,53053060500,2,1410357801,7,1,53033010800,0,0,0,5,605
"2561",14103580,6,53035091203,3,1410358001,6,1,53035090300,0,0,0,5,912.03
"2562",14103581,5,53035090502,8,1410358102,2,2,53035090900,0,0,0,5,905.02
"2563",14103582,6,53035090502,6,1410358201,6,1,53035090400,0,0,0,NA,905.02
"2564",14103583,8,53035091000,2,1410358301,6,1,53033009200,0,0,0,4,910
"2565",14103584,7,53053072505,7,1410358401,3,1,53033030313,NA,NA,NA,NA,725.05
"2566",14103586,98,53053071304,2,1410358601,6,1,53053071207,NA,NA,NA,NA,713.04
"2567",14103587,5,53053072107,7,1410358702,2,2,53053060300,NA,NA,NA,NA,721.07
"2568",14103588,7,53061041608,2,1410358801,7,1,53033000600,NA,NA,NA,NA,416.08
"2569",14103589,5,53061041806,2,1410358901,6,1,53061041806,NA,NA,NA,NA,418.06
"2570",14103590,4,53061041202,4,1410359001,3,1,53061041304,NA,NA,NA,NA,412.02
"2571",14103591,8,53061040900,7,1410359102,6,2,53061040900,NA,NA,NA,NA,409
"2572",14103592,5,53061051804,1,1410359202,7,2,53033005302,1,0,0,1,518.04
"2573",14103594,6,53061050200,7,1410359401,3,1,53033009300,0,0,0,3,502
"2574",14103595,8,53061050401,1,1410359502,6,2,53033009300,0,0,0,3,504.01
"2575",14103596,98,53061052108,8,1410359601,7,1,53033008200,0,0,0,4,521.08
"2576",14103597,7,53061053102,8,1410359703,6,2,53033007200,NA,NA,NA,NA,531.02
"2577",14103598,2,53033005302,6,1410359801,6,1,53033005302,NA,NA,NA,NA,53.02
"2578",14103599,2,53033011401,7,1410359901,5,1,53033011401,NA,NA,NA,NA,114.01
"2579",14103600,6,53033011300,4,1410360001,7,1,53033008500,0,0,0,3,113
"2580",14103602,1,53053071410,7,1410360201,2,1,53053073121,NA,NA,NA,NA,714.1
"2581",14103604,4,53033000100,4,1410360401,2,1,53033021802,0,0,0,3,1
"2582",14103605,8,53033010600,7,1410360501,6,1,53033026200,NA,NA,NA,NA,106
"2583",14103606,4,53033011800,4,1410360601,6,1,53033008300,NA,NA,NA,NA,118
"2584",14103607,98,53033011600,4,1410360701,7,1,53033008300,NA,NA,NA,NA,116
"2585",14103608,2,53033020300,6,1410360801,7,1,53033005302,1,0,0,2,203
"2586",14103609,6,53033021803,7,1410360901,6,1,53033032321,NA,NA,NA,NA,218.03
"2587",14103611,5,53033026802,7,1410361101,2,1,53033025302,NA,NA,NA,NA,268.02
"2588",14103612,98,53033028300,4,1410361201,6,1,53033030501,NA,NA,NA,NA,283
"2589",14103613,6,53033028403,4,1410361301,6,1,53033030401,NA,NA,NA,NA,284.03
"2590",14103614,10,53033031903,2,1410361401,6,1,53033032313,0,0,0,3,319.03
"2591",14103617,5,53053061100,4,1410361701,7,1,53033029206,NA,NA,NA,NA,611
"2592",14103618,4,53053061200,8,1410361802,4,2,53053072602,NA,NA,NA,NA,612
"2593",14103619,3,53053060600,6,1410361901,5,1,53053061601,0,0,0,5,606
"2594",14103620,5,53053063100,7,1410362001,4,1,53053940002,NA,NA,NA,NA,631
"2595",14103621,2,53035090101,7,1410362102,7,2,53035081400,NA,NA,NA,NA,901.01
"2596",14103622,2,53053940004,7,1410362202,2,2,53033007700,NA,NA,NA,NA,9400.04
"2597",14103624,2,53053073500,2,1410362401,5,1,53053940002,NA,NA,NA,NA,735
"2598",14103625,5,53053071602,4,1410362501,5,1,53033029206,NA,NA,NA,NA,716.02
"2599",14103626,2,53053071409,1,1410362601,4,1,53053071408,NA,NA,NA,NA,714.09
"2600",14103627,7,53053072408,2,1410362701,7,1,53053061700,NA,NA,NA,NA,724.08
"2601",14103628,4,53061050300,7,1410362801,4,1,53033008500,0,0,0,4,503
"2602",14103629,7,53061050102,7,1410362901,6,1,53061040800,NA,NA,NA,NA,501.02
"2603",14103630,7,53033010600,7,1410363002,7,2,53053073404,0,0,0,NA,106
